-0.03042234	-0.01071827	-0.25923032	-0.010957019	0.32475728	-0.061068248	0.32190147	-0.12200044	0.22603692	-0.22183715	0.1914985	0.051597863	-0.048711024	0.055544067	0.28846872	0.30797765
-0.26750165	-0.28482148	-0.5214993	0.28213978	0.6039668	-0.28670296	0.6928125	-0.5115844	0.56635725	-0.63726455	0.4944889	0.30059764	-0.31397843	0.3197212	0.668107	0.6143338
-0.45106885	-0.5566318	-0.90830606	0.3675226	0.99079937	-0.52263105	1.0843033	-0.8823048	0.88815796	-1.0111043	0.84855634	0.5171934	-0.56646717	0.5474474	1.1096548	1.0304351
1.9237925	1.9983813	2.5962958	-1.7976829	-2.7918825	1.8999408	-2.824287	2.6491094	-2.8572	2.6728249	-2.7481017	-2.0658586	2.0698183	-2.0045931	-2.919502	-2.753181
-0.023976665	0.0034247534	0.10594011	0.024690446	-0.08187626	0.010708083	-0.09599332	0.011359599	-0.013428762	0.11145969	0.010420539	-0.046355315	0.06725859	0.037760183	-0.108857356	-0.11860238
-0.2457571	-0.2825489	-0.26681456	0.24034244	0.16217308	-0.25398695	0.23306909	-0.24976514	0.29743922	-0.23059922	0.24070634	0.2843881	-0.17973493	0.21488945	0.18056554	0.1957053
1.8573136	1.897874	2.258472	-1.7665515	-2.4906275	1.8979046	-2.6071076	2.3200583	-2.4459636	2.476462	-2.4479787	-1.9939959	2.0257435	-1.8689543	-2.6430018	-2.5504553
-0.14502431	-0.12360807	-0.100540675	0.13014731	0.18879996	-0.13819237	0.12010752	-0.09454861	0.15696976	-0.10754028	0.094447486	0.10276169	-0.111663684	0.10056361	0.18379575	0.13500394
1.4105709	1.4655831	1.810094	-1.43959	-2.0261998	1.4492441	-2.200341	1.9769773	-2.137694	2.094365	-2.107309	-1.6186682	1.6328598	-1.53466	-2.2536366	-2.135019
-0.024977606	-0.04236897	-0.08428136	0.051647246	0.18686166	-0.071051404	0.17409396	-0.108146906	0.1718588	-0.14554182	0.13478883	0.060606617	-0.024085153	0.034931485	0.21062432	0.1910187
2.1414301	2.1714559	2.5246234	-2.092455	-2.7299018	2.153729	-2.8578117	2.6973786	-2.8745239	2.7549899	-2.7399685	-2.225417	2.3186028	-2.2364826	-2.9789898	-2.8048806
-0.5008149	-0.46525466	-0.57022667	0.4779225	0.6714399	-0.50127673	0.7091195	-0.61826915	0.6490864	-0.7023753	0.63124466	0.5463012	-0.53352344	0.46354887	0.7838348	0.732653
1.130056	1.1817884	1.3495107	-1.1210358	-1.6216582	1.1307579	-1.7027612	1.5314474	-1.6081606	1.6206454	-1.6472117	-1.2936364	1.2544223	-1.2476327	-1.794685	-1.7016385
-1.35521	-1.4437865	-1.756573	1.3036997	1.9369862	-1.4315554	2.092793	-1.9146271	2.0466435	-2.0079167	2.04254	1.5113459	-1.511506	1.4507153	2.188358	2.0281785
0.1761347	0.13106954	0.12302479	-0.19323781	-0.20334059	0.16417667	-0.13999362	0.16674682	-0.1661685	0.1505602	-0.11130939	-0.22640954	0.19969049	-0.2038975	-0.13412985	-0.16767316
0.2713517	0.1922306	0.22329745	-0.24547993	-0.19975053	0.24010651	-0.18295339	0.1864309	-0.18706708	0.20031108	-0.2525196	-0.2117835	0.25426078	-0.25512552	-0.15879887	-0.15098348
-0.5201579	-0.56919503	-0.55085653	0.5063642	0.50903064	-0.47685862	0.42114797	-0.48072442	0.4854116	-0.4921409	0.54240143	0.5106042	-0.46341363	0.4966592	0.37322405	0.4416334
0.2586142	0.28168905	0.34248212	-0.27937385	-0.60461277	0.2960451	-0.73833454	0.49765813	-0.5747583	0.6023068	-0.49939218	-0.31258252	0.3405603	-0.28310823	-0.7100213	-0.6766335
-0.26858827	-0.29787064	-0.39766955	0.24136528	0.5041808	-0.27650616	0.6511347	-0.49782172	0.6145592	-0.6228876	0.61094224	0.30659977	-0.31027034	0.26249278	0.66584307	0.60639924
1.3877063	1.475085	1.4701033	-1.3932749	-1.7283908	1.3990675	-1.8270067	1.6419489	-1.6852952	1.8034307	-1.7042828	-1.4425219	1.5351392	-1.4208667	-1.8916811	-1.6990021
0.7962356	0.8609316	0.81764615	-0.8433847	-0.7817524	0.7833902	-0.7758	0.8108495	-0.7863885	0.80052084	-0.87795997	-0.7771554	0.8172609	-0.7816867	-0.7367099	-0.7553957
-0.24425775	-0.2737333	-0.21080506	0.24768211	0.21422349	-0.22845966	0.31679	-0.2478075	0.3326888	-0.26919895	0.31342587	0.29945388	-0.22449712	0.27963385	0.2577859	0.24507792
-0.2460844	-0.24784736	-0.335859	0.2933714	0.43610904	-0.2404455	0.5623055	-0.4244408	0.44739386	-0.45758852	0.42524192	0.30871576	-0.3506026	0.28434718	0.5442044	0.4662107
-0.200422	-0.21521205	-0.2979078	0.12541623	0.3962513	-0.17157923	0.5348171	-0.36575326	0.45178637	-0.45204428	0.44904423	0.22082238	-0.19559467	0.21795909	0.5052278	0.47038049
0.17870381	0.13322206	0.13063346	-0.108219616	-0.12199643	0.1264128	-0.17586726	0.17554101	-0.15914111	0.144309	-0.0848878	-0.092506185	0.12278286	-0.15178916	-0.1755957	-0.13807593
1.8648465	1.9292308	2.0732849	-1.8677841	-2.2054434	1.9701025	-2.327822	2.2147365	-2.2761328	2.2770553	-2.3160508	-2.0190437	2.026439	-1.974428	-2.4773216	-2.3056796
